,userId,movieId,rating,timestamp
8296880,54036,99007,3.5,1493846211
8296922,54036,109487,4.0,1493904913
8297186,54041,90249,4.5,1445348708
8297197,54041,109487,4.5,1445347328
8298218,54043,109487,4.0,1451845670
8298268,54045,86298,5.0,1557347332
8298282,54045,109487,5.0,1557271873
8298377,54047,109487,5.0,1516648909
8299180,54052,55820,4.5,1547572183
8299223,54052,66097,5.0,1475210755
8299251,54052,71535,4.0,1475210588
8299254,54052,72011,3.5,1475210207
8299275,54052,78039,4.5,1475212556
8299384,54052,101973,4.0,1475212612
8299409,54052,109487,5.0,1475210290
8299417,54052,111443,4.5,1475212463
8299488,54052,162578,3.5,1504825821
8299954,54054,72011,3.0,1507748561
8299993,54054,109487,2.5,1507748085
8301359,54060,55820,5.0,1440439506
8301424,54060,109487,4.0,1440439077
8301472,54061,109487,5.0,1437070251
8301510,54062,109487,5.0,1459850801
8301568,54063,134368,4.0,1540944261
8301972,54066,55820,4.5,1442301507
8303677,54071,55272,2.5,1209306304
8303686,54071,55820,4.5,1206117520
8303779,54071,66097,4.0,1271438967
8303820,54071,71535,3.5,1571643367
8303825,54071,72011,4.0,1262008997
8303933,54071,86298,3.0,1303471162
8304113,54071,109487,3.5,1427541750
8304123,54071,111443,3.5,1453942665
8304204,54071,132796,2.0,1443021099
8304209,54071,134368,3.0,1438509645
8304266,54071,162578,4.0,1473124943
8304340,54071,192283,3.0,1549932592
8304395,54072,71535,4.0,1467468712
8304508,54073,55820,4.0,1492548442
8304516,54073,72011,4.5,1492548902
8304533,54073,109487,4.5,1492549399
8304590,54074,55820,3.0,1470977333
8304599,54074,71535,4.0,1470978048
8304632,54074,109487,3.5,1480359895
8304633,54074,111443,3.5,1474083059
8305665,54080,55820,4.0,1542805500
8305666,54080,66097,2.0,1542631459
8306047,54084,109487,4.5,1418074986
8306093,54085,109487,3.0,1459078273
8307085,54095,78088,3.0,1480463113
8307676,54099,55820,4.5,1439767710
8307708,54099,71535,3.0,1439767872
8307709,54099,72011,4.0,1439760496
8307749,54099,109487,4.0,1439760504
8307963,54101,47423,3.5,1368866251
8307982,54101,55820,3.5,1365404704
8308004,54101,72011,5.0,1365404334
8308012,54101,78039,5.0,1367425863
8308036,54101,96832,3.0,1368866941
8308134,54102,109487,4.0,1538092824
8308378,54106,55820,4.5,1485827825
8308384,54106,66097,3.5,1485826859
8308390,54106,71535,3.5,1485826617
8308391,54106,72011,3.5,1485826847
8308439,54106,109487,4.5,1485827853
8308570,54108,55820,5.0,1556144262
8308575,54108,109487,5.0,1556144217
8310767,54119,71535,3.0,1334546868
8310790,54119,85510,3.0,1342663161
8310815,54119,99007,3.5,1384691399
8310836,54119,109487,3.5,1429364394
8310850,54119,116977,3.0,1429363906
8311070,54123,66097,5.0,1509139209
8311111,54123,109487,5.0,1509139141
8311141,54123,162578,5.0,1509139103
8311462,54126,132796,3.0,1463469901
8311713,54127,66097,2.5,1357665640
8311728,54127,71535,5.0,1357665212
8311782,54128,109487,4.5,1544030116
8311938,54129,66097,2.0,1287418264
8312358,54132,55820,3.5,1217652047
8312404,54132,66097,4.0,1268274755
8312427,54132,71535,4.0,1268274043
8312429,54132,72011,4.5,1268275153
8312531,54133,55820,5.0,1459660179
8312541,54133,71535,4.5,1459660114
8312555,54133,109487,4.5,1459660109
8313132,54137,55820,4.0,1485467310
8313208,54137,71535,4.0,1485467695
8313227,54137,78039,4.0,1485472263
8313270,54137,85510,3.0,1485472037
8313298,54137,90249,3.0,1485472069
8313402,54137,109487,3.5,1485467055
8313410,54137,111443,3.0,1485472588
8313450,54137,122890,4.0,1485473187
8313530,54137,162578,4.0,1485473432
8313591,54137,183619,3.0,1542582228
8314827,54149,66097,3.0,1566968421
8314847,54149,72011,3.0,1567126281
8314856,54149,74154,3.0,1567125453
8314940,54149,99007,3.5,1566963540
8314970,54149,109487,3.5,1567385798
8315015,54149,134368,3.5,1566968066
8315122,54149,192283,4.0,1566967049
8315295,54151,109487,4.5,1455417547
8315377,54152,55820,5.0,1563572425
8315386,54152,71535,5.0,1563572200
8315402,54152,109487,5.0,1563572230
8315528,54154,109487,5.0,1494637039
8315768,54158,109487,5.0,1429916466
8316265,54162,66097,3.5,1444319610
8316276,54162,71535,3.5,1444323016
8316299,54162,86298,2.5,1444332210
8316333,54162,109487,4.0,1444721878
8316348,54162,134368,3.0,1461856414
8316692,54164,55820,3.5,1225315806
8316773,54165,71535,5.0,1349315362
8316927,54166,109487,2.0,1426228424
8317388,54170,72011,4.5,1392668334
8317782,54178,55820,4.0,1551231899
8319145,54189,162578,5.0,1495523960
8319930,54196,55820,5.0,1228494267
8320289,54201,55820,3.5,1229882469
8320435,54204,109487,4.5,1439638143
8320436,54204,111443,4.0,1439638631
8320790,54207,66097,3.0,1492390158
8320811,54207,71535,2.5,1492389402
8320847,54207,85510,3.5,1509586248
8320888,54207,99007,4.0,1492397930
8320910,54207,109487,4.0,1492389370
8320929,54207,122890,4.0,1492390396
8320939,54207,134368,4.0,1492397778
8321157,54210,55272,1.0,1194400882
8321239,54212,66097,5.0,1436248010
8323016,54213,55820,4.5,1293478932
8323127,54213,66097,4.5,1292039655
8323186,54213,71535,3.5,1291967574
8323189,54213,72011,2.0,1304489746
8323216,54213,75813,3.5,1292205443
8323267,54213,80831,4.0,1297582680
8323310,54213,85510,2.0,1353263181
8323318,54213,86298,2.0,1304489970
8323350,54213,90249,4.0,1340594749
8323452,54213,116977,4.0,1546155803
8323497,54213,162578,4.0,1487897699
8323525,54213,192283,4.0,1534883013
8323623,54216,109487,3.0,1432059932
8324447,54230,109487,4.0,1563183712
8326281,54232,55820,5.0,1202282753
8326408,54232,66097,4.0,1245586716
8326476,54232,72011,3.0,1263603338
8327299,54239,109487,5.0,1464228341
8327428,54241,109487,5.0,1546231169
8327948,54246,109487,4.0,1461784156
8328218,54250,55820,5.0,1531175517
8328224,54250,66097,3.5,1531171446
8328352,54251,71535,3.5,1356065355
8328907,54256,55820,4.5,1560569163
8329215,54259,109487,4.0,1459418348
8329291,54260,66097,5.0,1443674417
8329319,54260,109487,5.0,1443673910
8330232,54265,55820,2.0,1434830253
8330508,54267,55820,4.5,1292818484
8330531,54267,71535,4.5,1420319746
8330532,54267,72011,3.5,1420319515
8330573,54267,109487,4.5,1420319574
8330787,54269,109487,4.5,1473586158
8332055,54279,109487,5.0,1459171030
8332349,54283,71535,5.0,1406052490
8332377,54283,109487,5.0,1504090404
8332829,54286,55820,4.5,1529089603
8332866,54286,71535,4.5,1529089652
8332950,54286,109487,5.0,1529089553
8332979,54286,134368,5.0,1529423086
8333002,54286,160954,4.5,1529423032
8334622,54292,47423,3.5,1197161992
8334650,54292,55820,4.0,1198178822
8334947,54295,55272,3.0,1208360871
8334951,54295,55820,1.0,1208357876
8335153,54298,109487,5.0,1465747796
8335623,54305,55820,4.0,1263488402
8335642,54305,71535,4.0,1263488479
8335989,54309,55820,4.5,1479049293
8335998,54309,72011,3.5,1502387589
8338528,54320,72011,4.0,1281378254
8338651,54321,66097,4.0,1500443280
8338667,54321,71535,3.0,1500443221
8338680,54321,78088,3.5,1566013382
8338701,54321,86298,3.5,1555041076
8338712,54321,90249,4.0,1501831542
8338756,54321,109487,3.5,1500442766
8339177,54324,90249,5.0,1543594692
8339200,54324,109487,5.0,1543594715
8339204,54324,111443,5.0,1544474340
8339230,54324,134368,2.0,1543594883
8339240,54324,162578,5.0,1543594732
8339434,54326,109487,4.0,1443432949
8341685,54338,85510,3.5,1574220246
8342140,54344,55820,4.0,1519224094
8342196,54345,109487,4.5,1481271636
8342460,54346,55820,2.5,1469652005
8342483,54346,72011,2.0,1469652147
8342537,54346,109487,3.0,1469647815
8343178,54351,71535,5.0,1362443225
8346934,54353,47423,3.5,1249358094
8347048,54353,55820,4.0,1249400230
8347137,54353,66097,3.5,1249352007
8347231,54353,72011,3.0,1262451723
8347283,54353,78039,2.5,1296263360
8347436,54353,90057,3.0,1324735248
8347834,54358,55820,4.5,1201030981
8348761,54367,66097,4.0,1512912883
8348768,54367,78088,4.0,1512912833
8348816,54367,109487,2.5,1512912613
8348881,54367,177993,1.0,1528631289
8349036,54369,66097,4.5,1496217405
8349050,54369,109487,5.0,1496216646
8349116,54370,71535,4.0,1368294068
8349302,54373,109487,5.0,1483938457
8349319,54373,160954,5.0,1483940704
8349459,54374,109487,5.0,1472723406
8350130,54379,109487,4.0,1457142951
8350238,54382,66097,5.0,1486953322
8350684,54389,55820,2.0,1348528255
8350697,54389,66097,2.5,1329080031
8350777,54389,134368,3.5,1571436602
8351295,54395,55820,4.0,1489357874
8351324,54395,71535,5.0,1489357215
8351355,54395,90249,3.5,1489357259
8351394,54395,109487,4.0,1489357200
8351420,54395,134368,3.5,1489357953
8352675,54405,55820,4.5,1308343359
8352706,54405,71535,3.5,1308345319
8355145,54417,55820,5.0,1208878194
8355203,54417,66097,5.0,1319054821
8356145,54422,47423,3.5,1312691109
8356164,54422,66097,3.5,1312692703
8356170,54422,72011,3.5,1312692776
8356236,54423,109487,4.5,1474875243
8358285,54439,55820,4.0,1425695938
8358301,54439,59220,2.5,1425699359
8358316,54439,66097,4.5,1377496124
8358336,54439,71535,5.0,1377494312
8358358,54439,80831,4.0,1377494391
8358390,54439,90057,4.5,1425695926
8358429,54439,99007,4.5,1377494402
8358465,54439,109487,4.0,1466051563
8358471,54439,111443,5.0,1411186251
8358501,54439,134368,5.0,1466051501
8358693,54443,71535,4.0,1477406329
8358721,54443,134368,5.0,1477060516
8358744,54443,160954,5.0,1477055295
8358933,54447,55820,4.5,1439892901
8359123,54448,72011,3.5,1490237840
8359152,54448,109487,3.5,1490236514
8360068,54456,109487,4.5,1447015513
8360276,54458,72011,4.0,1424112563
8360283,54458,109487,4.0,1424112453
8360397,54459,55820,5.0,1507567360
8360440,54459,71535,5.0,1507567643
8360473,54459,85510,4.5,1507567790
8360490,54459,90249,4.0,1507567795
8360512,54459,109487,5.0,1507568190
8360627,54461,55820,4.5,1538854655
8360630,54461,71535,4.0,1538858045
8360638,54461,109487,5.0,1538858467
8360734,54462,71535,4.5,1420149436
8362047,54467,55820,4.5,1296856539
8362122,54467,71535,4.5,1297102044
8362124,54467,72011,3.5,1297102007
8363065,54474,66097,4.5,1298308032
8363079,54474,71535,4.5,1298089876
8363477,54475,55820,4.5,1469815000
8363503,54475,66097,4.0,1469903470
8363513,54475,71535,4.5,1469816232
8363570,54475,109487,5.0,1469814610
8363591,54475,122890,3.5,1495658734
8363622,54475,162578,4.0,1495695443
8363749,54479,55820,4.5,1452096329
8364452,54489,72011,4.0,1269229985
8364515,54489,104155,2.0,1390104676
8364539,54489,111443,3.5,1435286675
8364561,54489,192283,2.5,1551577928
8364996,54492,55820,4.0,1281493552
8365005,54492,71535,4.5,1281491915
8365263,54495,55820,3.5,1254856630
8365361,54497,71535,4.5,1466537981
8365370,54497,109487,5.0,1466537810
8365374,54497,122890,4.5,1466537208
8366710,54507,55820,3.0,1515650228
8366734,54507,71535,3.5,1515650149
8366794,54507,109487,3.5,1515650194
8366836,54507,162578,3.5,1515650925
8367185,54508,55820,5.0,1491190288
8367208,54508,66097,3.0,1491192934
8367228,54508,71535,4.0,1491190444
8367258,54508,80831,4.0,1491193673
8367268,54508,85510,3.0,1510532610
8367348,54508,109487,4.5,1491190394
8368327,54513,55820,1.0,1425616276
8368364,54513,90249,4.5,1421575259
8368381,54513,109487,1.5,1421575081
8369087,54516,72011,4.0,1450650344
8369149,54517,55820,5.0,1318957658
8370369,54521,47423,3.0,1229156343
8370767,54523,66097,3.0,1348164364
8371276,54526,55820,2.5,1284315437
8371383,54526,71535,3.5,1451404470
8371416,54526,78088,4.0,1451404464
8371461,54526,85510,4.0,1451404471
8371493,54526,90249,4.0,1451404458
8371580,54526,101973,4.5,1451404448
8371618,54526,109487,3.5,1451404445
8372004,54528,55820,4.0,1444095028
8372027,54528,75813,2.0,1445284035
8372122,54530,109487,0.5,1503144243
8372341,54533,55820,4.5,1317098804
8372357,54533,71535,4.0,1317098196
8372358,54533,72011,3.5,1317098502
8372834,54537,66097,4.0,1253151272
8373139,54541,71535,5.0,1554399993
8373158,54541,109487,5.0,1554400050
8373492,54544,55820,5.0,1552103396
8373508,54544,71535,4.5,1552103184
8373585,54544,162578,5.0,1552103801
8373984,54546,55820,5.0,1292887778
8374229,54551,109487,4.0,1435675174
8374641,54553,55820,5.0,1354086128
8374659,54553,90474,3.5,1355382035
8375498,54558,55820,3.5,1532136286
8375531,54558,109487,3.0,1532136391
8375826,54560,66097,5.0,1483546119
8375848,54560,109487,3.5,1483547131
8376280,54562,55820,4.5,1264651124
8376296,54562,66097,4.0,1264650825
8376308,54562,71535,3.0,1264651236
8376309,54562,72011,4.5,1264648623
8378293,54573,71535,4.5,1447359721
8378339,54573,109487,5.0,1447359657
8379273,54580,109487,0.5,1444310015
8379381,54582,55820,4.0,1495586075
8380586,54591,109487,3.0,1459111236
8381086,54592,47423,4.0,1338631357
8381211,54592,72011,3.5,1338402154
8381249,54592,85510,2.0,1338404347
8382029,54599,55820,4.0,1542338864
8382039,54599,66097,4.5,1542338935
8382077,54599,109487,4.0,1542338902
8382098,54599,162578,3.5,1542416993
8382856,54605,47423,4.5,1184562393
8382863,54605,55820,3.0,1487469462
8383882,54610,109487,4.5,1469823059
8384394,54614,55820,4.5,1573184123
8384422,54614,71535,3.5,1573184726
8384483,54614,109487,4.0,1573184468
8385070,54619,109487,5.0,1419013995
8385112,54620,55820,5.0,1339600054
8385277,54621,71535,2.0,1482949524
8385385,54621,109487,4.5,1488843041
8385398,54621,115147,3.5,1458539855
8387963,54627,55820,1.5,1561905500
8388028,54627,78088,3.5,1561905497
8388060,54627,90249,3.5,1561905499
8388101,54627,109487,4.5,1561905501
8388174,54627,173499,3.5,1561905498
8389886,54636,55820,4.5,1359490971
8390037,54641,66097,4.0,1493834985
8390089,54641,85510,2.0,1493323758
8390093,54641,86298,4.5,1493323982
8390120,54641,90249,3.5,1493323761
8390165,54641,99007,5.0,1493323880
8390261,54641,132796,5.0,1493407416
8390264,54641,134368,4.0,1493407343
8390304,54641,162578,5.0,1493811968
8390436,54643,71535,3.0,1287460342
8391311,54649,85510,3.0,1364252545
8391630,54651,55820,4.5,1454705331
8391726,54651,109487,3.0,1436802280
8392227,54657,55820,5.0,1231500790
8392282,54658,109487,5.0,1541790336
8392618,54662,109487,5.0,1468444872
8392723,54663,71535,4.5,1281771883
8393545,54669,109487,4.0,1498295667
8393890,54672,55820,5.0,1251797423
8394286,54676,55820,5.0,1547643840
8394304,54676,72011,4.5,1547646250
8394333,54676,109487,5.0,1547643817
8396162,54687,47423,3.5,1313814704
8396492,54689,66097,5.0,1473737909
8396505,54689,71535,5.0,1473737492
8396525,54689,90249,4.0,1473738003
8396550,54689,109487,4.5,1473737460
8396564,54689,122890,4.0,1482805990
8397076,54691,109487,4.5,1432419730
8397687,54693,55820,4.0,1210924537
8397821,54696,55820,3.5,1227729863
8398033,54697,55820,3.5,1278720829
8398138,54698,109487,3.0,1469292285
8398196,54699,109487,4.5,1546564862
8398204,54699,162578,4.5,1546564041
8398919,54703,90249,3.5,1468113329
8398976,54703,109487,3.0,1423422297
8399020,54703,134368,3.5,1436989206
8400229,54712,109487,3.0,1453610778
8400666,54715,55820,5.0,1481251573
8400691,54715,71535,4.0,1481252854
8400692,54715,72011,3.5,1481251800
8400715,54715,90057,4.0,1481382701
8400741,54715,134368,3.5,1522186994
8400754,54715,162578,4.5,1481251355
8400927,54717,160954,4.0,1539693654
8401285,54718,55820,4.0,1496308538
8401335,54718,71535,2.5,1510171197
8401337,54718,72011,4.0,1516985867
8401469,54718,109487,3.0,1496307901
8401512,54718,134368,4.0,1496646333
8401895,54720,55820,4.0,1482346919
8401929,54720,109487,4.5,1482346304
8402115,54723,71535,4.5,1513644022
8402160,54723,109487,4.0,1513647975
8402673,54729,109487,4.5,1473113342
8402695,54730,71535,5.0,1562218386
8402951,54732,55820,5.0,1550324217
8402974,54732,71535,3.5,1550324130
8403004,54732,109487,4.0,1550324785
8403057,54733,72011,4.0,1447184501
8403441,54737,55820,4.5,1441475774
8403464,54737,71535,3.0,1441443257
8403693,54738,71535,2.0,1513574313
8403714,54738,109487,3.0,1513574089
8404033,54742,55820,4.5,1426602803
8404101,54742,109487,3.5,1428256177
8404391,54744,55820,4.5,1408346628
8404437,54744,109487,3.5,1433168528
8404485,54745,71535,4.0,1439781670
8404494,54745,109487,5.0,1439781408
8404800,54747,66097,3.0,1522904259
8404994,54748,55820,2.5,1447108774
8405020,54748,109487,3.0,1447108406
8405096,54749,74154,4.5,1445542320
8405102,54749,78039,4.0,1445541974
8405190,54749,109487,5.0,1444594217
8405321,54750,99007,2.5,1485404775
8405349,54750,134368,0.5,1485404940
8407433,54762,55820,4.5,1483451112
8407483,54762,71535,3.0,1478904520
8407541,54762,109487,4.0,1430918096
8407567,54762,122890,2.5,1479837131
8408221,54765,55820,5.0,1228677912
8410052,54772,78039,4.0,1426746932
8410142,54773,55820,5.0,1236305781
8410421,54778,109487,4.0,1501751332
8410432,54778,134368,3.5,1501752332
8410855,54783,109487,5.0,1572950430
8411293,54788,66097,4.0,1318708290
8411340,54789,109487,5.0,1419255337
8411902,54790,71535,4.0,1263904611
8411905,54790,72011,3.5,1263904600
8411920,54790,78039,3.5,1351926863
8411955,54790,109487,5.0,1417538802
8412175,54791,55820,3.0,1458504355
8412260,54791,109487,4.0,1462144644
8412277,54791,116977,3.0,1461883725
8412307,54791,132796,3.0,1462226933
8412311,54791,134368,3.0,1465772009
8413806,54796,71535,5.0,1490610386
8413824,54796,85510,4.0,1490611584
8413861,54796,115828,4.0,1502612958
8414157,54798,109487,5.0,1483569431
8414514,54804,66097,4.0,1556130590
8415403,54812,55820,5.0,1543459268
8415434,54812,109487,4.5,1543459916
8415832,54817,66097,4.0,1464747837
8415834,54817,86298,4.0,1467823128
8416220,54823,109487,2.5,1541375954
8416532,54826,109487,4.5,1547599298
8416803,54827,55820,4.5,1390206172
8416816,54827,66097,4.0,1383746088
8416824,54827,71535,4.0,1383746079
8417575,54831,71535,5.0,1385340352
8418065,54836,55820,4.0,1219827313
8418932,54838,66097,4.5,1250777213
8418954,54838,71535,3.0,1277246708
8418957,54838,72011,3.0,1545096971
8418979,54838,80831,1.5,1293660582
8418989,54838,90057,4.5,1359931650
8419004,54838,109487,5.0,1440875022
8419141,54840,71535,3.0,1571324551
8419148,54840,109487,3.0,1571325153
8420019,54843,66097,3.5,1490729009
8420029,54843,71535,2.5,1490723800
8420039,54843,78088,4.5,1490729281
8421767,54851,71535,3.0,1333946292
8421891,54853,109487,2.5,1458921228
8422326,54861,66097,3.0,1416844572
8422383,54862,85510,2.0,1493839531
8422711,54868,85510,3.0,1506797969
8422725,54868,99007,4.0,1506798197
8423367,54876,55820,5.0,1441586962
8423376,54876,109487,4.0,1441586856
8423437,54877,72011,4.0,1440503836
8423538,54878,109487,5.0,1437115676
8425610,54889,55820,4.0,1574112362
8425659,54889,71535,3.5,1574112354
8425661,54889,72011,3.5,1574112354
8425720,54889,90249,0.5,1574112361
8425800,54889,109487,4.0,1574112363
8425806,54889,111443,4.0,1574112359
8425839,54889,122890,2.0,1574112363
8425962,54889,192283,3.5,1574112359
8427286,54899,71535,3.5,1375444661
8427641,54900,55820,5.0,1337538551
8427665,54900,71535,4.0,1337657213
8427672,54900,78039,4.0,1344401576
8427690,54900,90057,4.5,1377317042
8427928,54901,66097,3.0,1546448015
8427991,54901,109487,2.5,1546382972
8428027,54901,192283,5.0,1546388293
8428371,54908,109487,5.0,1549145273
8429400,54911,47423,3.5,1365856876
8429463,54911,55272,3.0,1365960644
8429469,54911,55820,4.0,1365963020
8429553,54911,72011,3.5,1365963095
8429571,54911,75813,4.0,1365961563
8429638,54911,90249,1.5,1365942015
8429685,54911,96832,3.5,1383603736
8429740,54911,109487,4.0,1569790999
8429772,54911,122890,3.0,1540750983
8429780,54911,132796,2.5,1545155128
8429969,54912,55820,3.5,1221912466
8429971,54912,72011,4.5,1265470269
8431208,54919,55820,5.0,1208065296
8431240,54919,63222,4.0,1242513104
8431312,54920,109487,5.0,1517091812
8431664,54925,55820,4.5,1470443184
8431673,54925,66097,4.0,1470440171
8431696,54925,109487,4.0,1470444029
8431734,54926,109487,5.0,1552438780
8431778,54927,109487,4.0,1529987888
8431911,54929,55820,3.5,1206153134
8432633,54933,55820,4.0,1225642621
8432695,54934,71535,3.5,1463521274
8432712,54934,109487,3.5,1463521107
8432728,54934,134368,3.5,1463521263
8433389,54937,55820,3.5,1234950994
8433429,54937,71535,4.5,1262783691
8433430,54937,72011,4.0,1262782978
8433472,54937,85510,4.0,1476960580
8433527,54937,109487,2.5,1428176233
8433605,54938,55820,5.0,1462782066
8433613,54938,72011,3.5,1462780207
8433628,54938,109487,2.5,1462780429
8433951,54939,66097,4.0,1298356127
8433960,54939,71535,4.5,1298865560
8435412,54943,47423,4.0,1199447601
8435492,54943,55820,4.5,1204280878
8435562,54943,66097,4.5,1256223217
8435588,54943,71535,3.5,1343739595
8435591,54943,72011,3.5,1266845558
8435689,54943,95058,2.5,1406655843
8435705,54943,99007,3.5,1406655515
8435743,54943,109487,2.5,1425843853
8435961,54944,55820,4.0,1226018758
8436799,54949,71535,0.5,1499420199
8436860,54949,86298,1.5,1499421333
8436874,54949,89554,3.0,1499428581
8436878,54949,90249,3.5,1499420365
8436968,54949,109487,2.0,1499419793
8437010,54949,122890,0.5,1499423725
8437024,54949,132796,1.0,1499424496
8437033,54949,134332,4.0,1499428159
8437036,54949,134368,0.5,1499421418
8437986,54952,55820,4.5,1246743274
8439150,54969,109487,3.0,1422483543
8441923,54979,55820,5.0,1212188182
8441949,54979,72011,4.0,1547425665
8443186,54990,109487,4.0,1564789274
8443349,54993,109487,4.5,1561145265
8443465,54996,109487,3.5,1483910516
8443749,55001,55820,5.0,1504822010
8443770,55001,80831,4.5,1515525513
8443788,55001,109487,4.0,1504821655
8444067,55003,55820,3.5,1468371238
8444656,55005,71535,2.5,1376106668
8444703,55005,104155,3.0,1384784596
8444711,55005,109487,4.5,1439639777
8444864,55006,71535,4.0,1453784563
8445402,55011,71535,4.0,1452379090
8445416,55011,109487,5.0,1452378981
8445464,55012,55820,4.5,1563196851
8445476,55012,109487,3.5,1563207240
8445531,55013,55820,4.0,1557934892
8445547,55013,109487,5.0,1557934075
8447028,55023,55820,5.0,1484190995
8448146,55030,66097,3.5,1252528265
8448760,55034,47423,4.0,1477936051
8448789,55034,55820,4.0,1421770748
8448899,55034,109487,3.5,1418164881
8449526,55038,109487,4.0,1485277475
8451252,55052,55820,4.5,1205093461
8451672,55058,71535,4.0,1499626646
8451674,55058,78088,3.5,1499539786
8451692,55058,109487,2.0,1501175480
8453941,55073,55272,2.5,1537455686
8453948,55073,55820,4.0,1535476355
8454010,55073,63222,2.0,1536346824
8454061,55073,71535,4.0,1535476562
8454064,55073,72011,2.5,1535481707
8454091,55073,78088,2.5,1537217836
8454114,55073,80831,2.0,1535571301
8454231,55073,99007,2.5,1535571307
8454309,55073,109487,4.5,1535473422
8454357,55073,116977,2.5,1537459858
8454402,55073,132796,2.5,1535471234
8454407,55073,134368,1.0,1535470348
8454585,55073,192561,2.5,1542641116
8454631,55074,55820,3.5,1279547221
8454891,55077,109487,4.0,1515197934
8454931,55077,162578,3.0,1516589681
8455032,55079,109487,5.0,1494852042
8455135,55081,55820,4.5,1569544093
8455156,55081,72011,3.0,1569544273
8455526,55088,109487,4.5,1449338822
8455541,55088,132796,3.5,1449338482
8457114,55098,47423,3.5,1436294406
8457163,55098,55820,3.0,1489658612
8457210,55098,66097,2.0,1489657731
8457252,55098,72011,3.5,1264787761
8457281,55098,78039,3.0,1398703259
8457366,55098,90057,3.5,1448986951
8457367,55098,90249,2.5,1333899651
8457426,55098,96832,3.0,1385395077
8457465,55098,101973,3.0,1385394890
8457532,55098,109487,4.0,1436294199
8457540,55098,110718,2.5,1436291614
8457732,55098,162578,3.5,1509899918
8457846,55098,183619,4.0,1526204410
8457911,55099,71535,3.0,1504863090
8457969,55099,109487,5.0,1504862926
8457996,55099,134368,4.0,1504864499
8458698,55101,133867,5.0,1508681158
8459537,55104,71535,5.0,1454623323
8459538,55104,72011,4.0,1454624467
8459613,55104,109487,4.0,1454623109
8459639,55104,132796,5.0,1457043197
8460026,55107,71535,0.5,1468674355
8460083,55107,132796,4.5,1468678144
8460280,55108,55820,5.0,1553678461
8460358,55108,90057,4.0,1553697645
8460424,55108,109487,5.0,1553678326
8460587,55108,183619,4.0,1553794423
8461157,55110,109487,3.5,1462116645
8461511,55112,71535,5.0,1302468042
8461524,55112,80831,5.0,1302458474
8461555,55112,85510,5.0,1303388056
8462070,55116,55820,5.0,1214484627
8462113,55116,63222,4.5,1235247782
8462133,55116,71535,3.5,1259584583
8462134,55116,72011,3.5,1290206080
8462315,55119,109487,4.5,1503836137
8462479,55120,160954,2.5,1553900352
8463078,55126,160954,1.0,1527066224
8464287,55138,47423,3.0,1355708396
8464327,55138,55820,4.0,1355390688
8464364,55138,71535,3.0,1355390183
8464380,55138,78088,4.0,1355463990
8465959,55145,55820,4.0,1428586830
8466022,55145,72011,4.5,1428231072
8466508,55146,55820,4.0,1221473543
8467678,55148,55820,3.5,1197517922
8467816,55148,71535,3.5,1259307128
8467818,55148,72011,4.0,1261267430
8467830,55148,74154,2.5,1275360846
8467922,55148,85510,3.0,1310002368
8467963,55148,90249,3.0,1326666738
8468118,55148,109487,4.0,1439049365
8468168,55148,116977,2.5,1435532315
8468180,55148,122890,3.0,1477105869
8468205,55148,132796,3.5,1435531069
8468213,55148,134368,3.5,1441921012
8468315,55148,183619,3.5,1529712197
8468638,55151,90249,3.0,1452977598
8468669,55151,109487,4.0,1452976669
8468673,55151,111443,4.0,1452977675
8469879,55154,55820,4.0,1401509385
8469914,55154,109487,4.0,1502719866
8470050,55156,109487,2.0,1463872444
8470587,55157,55820,4.5,1204140457
8470769,55158,109487,5.0,1514095684
8470842,55159,86298,4.0,1466624571
8470851,55159,109487,4.5,1466624360
8471953,55164,134368,3.0,1435011760
8472098,55168,72011,3.5,1456786371
8472149,55169,109487,4.5,1439252348
8472203,55170,55820,5.0,1499792452
8472247,55171,71535,4.5,1416597321
8474731,55184,90249,2.0,1321665954
8474823,55185,55820,4.0,1500044618
8474835,55185,71535,3.5,1500045047
8475341,55188,66097,4.5,1537195871
8476890,55189,55272,3.0,1568118188
8476911,55189,55820,4.5,1568118187
8477049,55189,63222,3.5,1568118141
8477184,55189,71535,4.0,1568118142
8477196,55189,72011,4.0,1568118144
8477235,55189,74154,3.0,1568118143
8477264,55189,75813,3.5,1568118142
8477286,55189,78088,4.0,1568118150
8477338,55189,80831,3.5,1568118146
8477494,55189,90057,3.5,1568118155
8477496,55189,90249,3.5,1568118182
8477667,55189,99007,3.0,1568118152
8477722,55189,101973,3.5,1568118150
8477864,55189,109487,4.0,1568118195
8477905,55189,111443,3.0,1568118169
8478017,55189,116977,2.5,1568118160
8478067,55189,121284,2.5,1568118140
8478079,55189,122890,3.0,1568118195
8478187,55189,132796,2.5,1568118161
8478201,55189,133867,2.5,1568118156
8478206,55189,134368,4.0,1568118171
8478850,55189,173499,2.5,1568118160
8478921,55189,177993,2.0,1568118189
8478996,55189,183619,3.5,1568118147
8479587,55191,90249,3.0,1483476865
8479593,55191,109487,5.0,1483476662
8479681,55192,55820,3.0,1464842893
8479776,55193,71535,3.0,1459430814
8479921,55195,99007,4.5,1446660574
8479928,55195,101973,3.5,1446660738
8479947,55195,109487,5.0,1446582707
8479983,55195,134368,4.0,1446660397
8480544,55198,99007,4.0,1488196731
8480863,55201,55820,3.0,1206332270
8480893,55202,110718,4.0,1406359779
8481168,55206,85510,2.0,1463720764
